id;target;modelo;mae_test;rmse_test;r2_test;mae_validate;rmse_validate;r2_validate
PROD19;ce;SARIMAX;0.0030536250985433535;0.003104732185318485;0.999386863707766;0.030320323472308352;0.031057425068876595;0.9326894291135116
PROD19;re;SARIMAX;0.01038653216763652;0.010445596250710724;0.9976563952903893;0.04408156034833507;0.04565222918887521;0.9590193733396732
PROD19;peo;SARIMAX;2.898740460272747e-26;3.555687409488255e-26;1.0;2.8987404602706005e-26;3.555687409488255e-26;1.0
PROD2;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD2;ce;SARIMAX;0.007482424023347829;0.00767204356322632;0.9987691681256176;0.048830247085129785;0.050355306672444686;0.9417565340233459
PROD2;re;SARIMAX;0.004686038149067447;0.004721651822475097;0.9985638638921063;0.027454268549254535;0.028557388081988648;0.9530032353027836
PROD2;peo;SARIMAX;4.995889297472131e-12;5.798808638608292e-12;1.0;6.980160007119869e-12;8.115296383330612e-12;1.0
PROD20;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD20;ce;SARIMAX;0.0007343978219470452;0.000741809305704449;0.9999620543589512;0.034971992761697136;0.03605343167681291;0.8982675641946081
PROD20;re;SARIMAX;0.010466629117438305;0.010565824604221608;0.9980159509770767;0.049317434432465945;0.05068277731400456;0.9574301507427727
PROD20;peo;SARIMAX;3.5052497985707176e-12;4.0586357588218135e-12;1.0;4.909962245125885e-12;5.7255661628849815e-12;1.0
PROD21;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD21;ce;SARIMAX;0.0038930636732583956;0.003925424499129017;0.9991800604038638;0.03492449767688164;0.03600686616031276;0.9221935717875405
PROD21;re;SARIMAX;0.00794507749208287;0.00795728668764726;0.9983459458941574;0.04496857974624353;0.045757372990377985;0.9491756836797107
PROD21;peo;SARIMAX;3.3267052729999085e-12;3.946461754833928e-12;1.0;4.386521845130341e-12;5.489778379552885e-12;1.0
PROD22;po;SARIMAX;2.2438939595303964e-10;2.598094450858963e-10;1.0;3.1431331611505203e-10;3.6653217410914607e-10;1.0
PROD22;ce;SARIMAX;0.002514237225747932;0.002569325020430291;0.9995892450130509;0.03330694095227854;0.03399670628466039;0.9210312917787322
PROD22;re;SARIMAX;0.008087227147912305;0.008146615134011983;0.998441675570138;0.046237882672914156;0.04804868895326346;0.9515266956685151
PROD22;peo;SARIMAX;3.116866576529368e-26;3.823277230378609e-26;1.0;3.1168665765270614e-26;3.823277230378609e-26;1.0
PROD23;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD23;ce;SARIMAX;0.0030763361701424685;0.003113923713837208;0.9993359158158723;0.03033232408849836;0.03093777601015796;0.9286731286716262
PROD23;re;SARIMAX;0.01032569715090557;0.010361867649345867;0.9979772789718342;0.049942622514384326;0.05199856601563716;0.9544368874972773
PROD23;peo;SARIMAX;3.505249798570718e-12;4.058635758821814e-12;1.0;4.909962245125884e-12;5.7255661628849815e-12;1.0
PROD24;po;SARIMAX;1.8028482410651728e-10;2.108358639195836e-10;1.0;2.9136752270157257e-10;3.319843447596234e-10;1.0
PROD24;ce;SARIMAX;0.001986346996196218;0.00201787652790929;0.9996659990958335;0.02831940489398953;0.028925820749766094;0.9246747749237616
PROD24;re;SARIMAX;0.01690780065854891;0.01696673047867243;0.9951023749888753;0.0413271563345927;0.043471344569427174;0.9705568805733135
PROD24;peo;SARIMAX;7.086330314566962e-28;9.771734823587601e-28;1.0;7.0863303145179565e-28;9.771734823587601e-28;1.0
PROD25;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD25;ce;SARIMAX;0.0020370528430387843;0.0020593373090943513;0.999635728940119;0.028676963943081307;0.029732061495685524;0.9137879937245847
PROD25;re;SARIMAX;0.011342187684124039;0.011449727446689748;0.9981089950342503;0.05556044477093101;0.05707286328460423;0.956188484819864
PROD25;peo;SARIMAX;3.3062018350835753e-26;4.0554181943125157e-26;1.0;3.3062018350811245e-26;4.0554181943125157e-26;1.0
PROD3;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD3;ce;SARIMAX;0.00978275186088152;0.009919411795693877;0.9977720237716008;0.04347293901157068;0.04487453866802498;0.9503683773250984
PROD3;re;SARIMAX;0.0057677881375595525;0.00578764373193799;0.9980624125909965;0.02889256313976001;0.03004761938415895;0.9532723495155057
PROD3;peo;SARIMAX;4.995889297472131e-12;5.798808638608292e-12;1.0;6.980160007119869e-12;8.115296383330612e-12;1.0
PROD4;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD4;ce;SARIMAX;0.004699587983676257;0.0047794394805802595;0.9994371365306522;0.048143613378114326;0.049332648488107464;0.9342064096525379
PROD4;re;SARIMAX;0.004065319055389122;0.00409722860716676;0.9991304290795846;0.03162993527857331;0.032498305342241594;0.949920124574405
PROD4;peo;SARIMAX;4.995889297472131e-12;5.798808638608292e-12;1.0;6.980160007119869e-12;8.115296383330612e-12;1.0
PROD5;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD5;ce;SARIMAX;0.005559204188346305;0.005624498997565249;0.9991686052322737;0.048098158149603935;0.05015210480145279;0.9249218601797774
PROD5;re;SARIMAX;0.005702996581940327;0.005755888579576323;0.9984235978281588;0.03164153833931069;0.03244556999834801;0.953295251198672
PROD5;peo;SARIMAX;4.995889297472131e-12;5.798808638608292e-12;1.0;6.980160007119869e-12;8.115296383330612e-12;1.0
PROD6;po;SARIMAX;2.906723750584206e-10;3.447063349932184e-10;1.0;3.964603460341702e-10;4.5878614709318495e-10;1.0
PROD6;ce;SARIMAX;0.0054852440980435735;0.005527854049930123;0.9991615460483693;0.0472624472516776;0.048789252955538605;0.9263533301424414
PROD6;re;SARIMAX;0.005333670834294553;0.005342386016238218;0.9987186080730898;0.03415342166917803;0.03475800131923527;0.949639285192583
PROD6;peo;SARIMAX;2.2339201588500486e-26;2.7401474286018827e-26;1.0;2.2339201588483924e-26;2.7401474286018827e-26;1.0
PROD7;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD7;ce;SARIMAX;0.004984386469442992;0.005103603553804897;0.9991385217054146;0.04149554522884564;0.04259104738644894;0.9341027948672364
PROD7;re;SARIMAX;0.00526096036731923;0.005305944317436236;0.9988193031356343;0.03529976631696089;0.03662022452446986;0.9496944468755488
PROD7;peo;SARIMAX;2.2959734966245354e-26;2.816262634988046e-26;1.0;2.295973496622833e-26;2.816262634988046e-26;1.0
PROD8;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD8;ce;SARIMAX;0.005096420735095465;0.0051565437918241145;0.9989947548041441;0.039551696805042384;0.04041299462613412;0.9327925272578106
PROD8;re;SARIMAX;0.007936719050497004;0.007964334415608535;0.9977301359913423;0.03605080690811057;0.037549510413712135;0.954854569323957
PROD8;peo;SARIMAX;2.3615727393852383e-26;2.8967272817019927e-26;1.0;2.3615727393834877e-26;2.8967272817019927e-26;1.0
PROD9;po;SARIMAX;0.0;0.0;1.0;0.0;0.0;1.0
PROD9;ce;SARIMAX;0.006830142751046403;0.006962426813680161;0.9978472443091;0.029904480851820025;0.031056981296444932;0.9530083312207349
PROD9;re;SARIMAX;0.008916671774084756;0.008969479395957245;0.9974118618456193;0.03588937370323069;0.03719211581096944;0.9592616405420133
PROD9;peo;SARIMAX;2.394114906609514e-26;2.936720191450234e-26;1.0;2.394114906607742e-26;2.936720191450234e-26;1.0
